Run,Event,Type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
146644,975307208,G,29.2979,7.52327,-13.8316,24.7072,15.7453,1.23253,-1.07263,-1,T,8.47069,0.528741,-3.61792,7.64019,3.65635,1.48299,-1.42568,-1,3.28567
146644,975417944,G,7.0921,-5.31624,3.75032,2.82124,6.50594,0.421085,2.52722,-1,G,4.59151,-1.59467,-3.61243,-2.34055,3.94875,-0.562583,-1.98651,1,9.40724
146644,974805745,G,15.0961,-0.308569,-7.18036,13.2751,7.18699,1.37309,-1.61374,-1,G,5.42692,1.10255,4.78065,-2.31736,4.90614,-0.456335,1.34413,1,17.1678
146644,974934497,G,27.9143,-9.16191,-2.45002,-26.2536,9.48384,-1.7425,-2.88029,1,T,3.70961,-0.690492,-1.71891,-3.21226,1.85241,-1.31798,-1.95277,1,4.16922
146644,974980969,G,10.3158,2.87962,1.54295,9.78424,3.26694,1.81684,0.491888,1,G,17.7942,-4.09741,-0.134415,17.3151,4.09962,2.14756,-3.1088,1,7.23364
146644,975022217,G,17.7612,-3.87322,-4.0562,16.8521,5.60843,1.81996,-2.33312,1,T,6.5088,-2.18941,0.198134,6.12541,2.19836,1.74863,3.05134,-1,3.07011
146644,975073641,G,36.038,-2.73705,-10.3245,-34.4186,10.6811,-1.88651,-1.82994,-1,T,6.28484,-1.66731,-1.62167,-5.83767,2.32588,-1.65089,-2.37007,-1,2.92356
146644,975103457,G,7.87736,-0.48179,-3.05151,7.24553,3.08931,1.58821,-1.72739,1,G,9.32058,-3.03942,7.15664,5.13872,7.77532,0.620342,1.97241,1,10.6371
146644,975209881,G,7.46425,-5.49354,-4.92395,1.13117,7.37728,0.152737,-2.41082,1,T,3.71357,1.58318,0.0295957,-3.35739,1.58345,-1.49618,0.0186917,1,8.98564
146644,975313313,G,6.01421,-1.84014,-3.85005,4.23681,4.2672,0.876328,-2.01665,-1,T,4.38969,1.20634,-0.663878,-4.1668,1.37695,-1.82667,-0.503092,-1,9.35196
146644,975334641,G,8.25688,-0.511643,1.92221,-8.01301,1.98914,-2.10157,1.83094,1,G,11.0851,-4.47705,4.3903,-9.14054,6.27046,-1.17108,2.36598,1,3.89013
146644,975431697,G,10.8964,-2.65276,8.81028,5.83628,9.20098,0.598023,1.86326,1,T,2.83333,0.717461,-0.5821,2.67638,0.9239,1.78531,-0.681613,-1,6.6777
146644,974840114,G,53.6246,12.1445,11.3947,-50.9732,16.6531,-1.83752,0.753554,1,T,5.89237,0.26194,1.07726,-5.78616,1.10865,-2.35452,1.33227,1,3.3442
146644,975108266,G,28.7072,-7.49509,-9.90255,25.8816,12.4192,1.48058,-2.21869,1,T,11.5089,-3.82075,-5.87717,9.12717,7.00994,1.07969,-2.14724,1,3.83127
146644,975126706,G,6.913,-2.84252,-1.38941,6.14557,3.16392,1.41757,-2.68695,-1,G,6.56698,6.12503,0.772121,-2.23649,6.17351,-0.354783,0.125398,-1,12.4609
146644,975208378,G,13.7684,-5.67855,4.50913,-11.7038,7.25108,-1.25642,2.47048,-1,G,7.87932,1.13795,-2.83457,-7.26242,3.05446,-1.60081,-1.18904,1,9.24575
146644,975228114,G,8.25683,-0.7255,1.3111,-8.11903,1.49845,-2.39134,2.07621,-1,G,18.3335,10.8354,10.4155,-10.4985,15.0296,-0.651455,0.765644,1,10.9869
146644,975328858,G,9.61784,6.38231,1.68866,6.99329,6.60193,0.922676,0.258657,-1,G,7.15428,5.23336,2.60792,4.12107,5.84716,0.656593,0.462308,1,2.09531
146644,975333018,G,14.868,-0.585081,5.79609,13.6788,5.82555,1.58928,1.6714,1,T,17.7624,2.96898,5.49103,16.629,6.2423,1.70645,1.07512,-1,3.61878
146644,975366970,G,13.2683,10.1533,2.00874,-8.30139,10.3501,-0.734276,0.195318,-1,T,5.30062,-2.67061,0.0449973,-4.57726,2.67098,-1.30774,3.12475,-1,10.8967
146644,975439386,G,6.60058,4.2812,0.160853,-5.02016,4.28422,-0.99778,0.0375542,1,G,7.39114,-2.7339,3.91741,5.63892,4.77706,1.00337,2.1801,-1,13.28
146644,974857603,G,9.72214,-4.67952,4.2407,-7.39104,6.31517,-0.99686,2.40535,1,T,6.65032,-1.94436,0.513452,-6.33809,2.01101,-1.86535,2.88341,1,3.61811
146644,974862115,G,9.87203,1.62756,2.34158,-9.4506,2.85166,-1.91335,0.963387,1,G,15.6238,-6.81744,-2.8498,-13.7656,7.3891,-1.38061,-2.74565,-1,9.15696
146644,974927275,G,11.1275,6.59863,-5.8002,6.82828,8.78545,0.714785,-0.721091,-1,G,5.90779,4.77936,-1.28714,3.22363,4.94965,0.612302,-0.263071,1,3.0774
146644,974942043,G,9.97935,-2.32252,-2.97879,-9.23629,3.7772,-1.62671,-2.23303,-1,G,4.22305,0.449283,-3.9394,1.44991,3.96494,0.357987,-1.45724,-1,9.47154
146644,974943851,G,31.3313,0.363578,12.5112,28.7224,12.5165,1.56819,1.54174,-1,G,5.69179,-4.36253,2.74673,2.41022,5.15521,0.451984,2.57968,1,12.3561
146644,975082635,G,41.0517,8.24758,-39.73,6.22373,40.577,0.152786,-1.36611,-1,T,40.9137,-8.23727,39.5872,-6.239,40.4351,-0.153691,1.77595,1,81.9653
146644,975139355,G,17.8946,0.82208,8.93528,-15.482,8.97302,-1.31362,1.47905,1,T,4.91549,1.75129,-3.54921,2.91324,3.95777,0.681974,-1.11242,-1,18.0748
146644,975180675,G,6.80154,0.588767,3.48875,-5.8079,3.53808,-1.27079,1.40361,1,G,4.17003,2.43297,-2.99451,1.57847,3.85829,0.398482,-0.888495,-1,9.64946
146644,975291267,G,32.9618,8.87051,4.75664,-31.3873,10.0654,-1.85522,0.492211,-1,T,8.67173,0.953185,1.39061,-8.50561,1.68593,-2.32124,0.969907,1,2.76033
146644,975366139,G,12.3049,0.0245376,-12.3044,-0.0421822,12.3044,-0.00342821,-1.5688,-1,T,5.6206,-0.525706,-1.69237,-5.33287,1.77214,-1.82138,-1.87198,1,9.8119
146644,975389827,G,35.7234,6.72505,8.87292,-33.944,11.1335,-1.83377,0.92224,-1,G,5.88807,-4.03799,0.0875786,4.28313,4.03894,0.923485,3.11991,-1,27.6448
146644,975403555,G,44.5913,15.6797,-41.7275,-1.15796,44.5762,-0.0259742,-1.21135,1,T,45.0753,-15.8747,42.1728,1.10413,45.0617,0.0245002,1.93081,-1,89.6653
146644,974909756,G,9.79922,0.976933,3.09323,9.24613,3.24384,1.77004,1.26488,-1,G,29.6312,0.008706,13.0491,26.6029,13.0491,1.4608,1.57013,1,2.83788
146644,974940908,G,11.8023,-10.672,-3.314,3.79603,11.1747,0.333483,-2.8405,-1,T,6.46173,-1.01368,1.21298,-6.2645,1.58078,-2.08568,2.26693,1,13.657
146644,975030212,G,30.1661,-2.83284,-11.1045,-27.9043,11.4601,-1.62278,-1.82058,1,T,3.47912,0.406684,-0.752895,-3.37059,0.855712,-2.07979,-1.07554,1,2.72043
146644,975035940,G,7.2303,-3.98737,-1.20367,5.90916,4.16509,1.14882,-2.84842,-1,G,15.6488,1.05165,12.555,-9.28118,12.5989,-0.682445,1.48723,1,19.3549
146644,975063252,G,19.2296,-0.446183,6.35354,18.1439,6.36918,1.76948,1.64091,1,T,3.90286,0.714417,0.347216,3.81971,0.794324,2.27423,0.452395,-1,2.78207
146644,975087964,G,32.9376,4.12891,8.82299,31.464,9.74131,1.88876,1.1331,-1,T,3.0983,0.703495,0.155566,3.01151,0.720491,2.13742,0.217631,-1,2.46189
146644,975089380,G,4.9803,2.46965,-4.30956,0.347444,4.96704,0.0698931,-1.05042,-1,G,5.9514,4.65011,-3.58813,0.953826,5.87351,0.161689,-0.657197,1,2.17812
146644,975159020,G,8.17791,-3.81262,-2.66075,-6.72691,4.64927,-1.16493,-2.53229,-1,G,5.16838,1.01803,-4.14788,2.90856,4.27098,0.637035,-1.33012,-1,10.4583
146644,975230148,G,9.85769,-8.79692,1.0426,4.3232,8.85849,0.470479,3.02362,-1,T,3.83325,0.567025,-0.829817,-3.69764,1.00504,-2.01379,-0.971357,-1,10.9213
146644,975249116,G,7.43579,-1.73222,7.17256,0.913014,7.37877,0.123422,1.80777,-1,G,5.07063,-0.729705,4.02236,2.99805,4.08801,0.679794,1.75026,1,3.11879
146644,975427900,G,34.5397,6.86155,8.93678,-32.6502,11.2671,-1.78564,0.916008,1,T,3.34377,-0.538057,1.28085,-3.03966,1.38928,-1.52466,1.96849,1,4.12402
146644,974863317,G,27.1371,-3.72261,3.47206,26.6552,5.09048,2.35775,2.39101,1,T,2.9111,-0.991104,-0.20138,2.72773,1.01136,1.71805,-2.94113,1,2.57357
146644,975030573,G,22.4195,-2.93891,-3.69907,-21.9158,4.72444,-2.23903,-2.24218,-1,G,7.42504,2.94709,3.31333,5.95454,4.43435,1.10429,0.843832,1,25.2148
146644,975018197,G,34.4298,-5.992,-4.62934,-33.5867,7.57198,-2.19529,-2.48379,1,T,5.69359,-1.79489,0.676722,-5.35969,1.91822,-1.75124,2.78105,-1,4.09978
146644,975181093,G,8.30582,-3.09024,-1.89463,7.47236,3.62481,1.47078,-2.5916,1,G,7.26868,-0.21313,-4.00207,6.06306,4.00774,1.20186,-1.624,-1,3.69787
146644,975206877,G,15.1216,-6.41729,-10.1877,-9.14775,12.0404,-0.700934,-2.13292,-1,T,3.25961,0.437768,0.815306,-3.12371,0.925399,-1.93095,1.07804,1,7.98026
146644,975345805,G,53.5871,-7.36584,11.1938,51.8846,13.3998,2.0632,2.1528,1,T,3.61225,-0.82509,0.106051,3.51357,0.831877,2.14758,3.01376,1,2.83426
146644,974811534,G,14.5849,-1.14589,4.12199,13.9429,4.2783,1.89731,1.84194,1,G,6.54143,-2.76163,-1.29757,5.78523,3.05128,1.39614,-2.70235,1,5.8204
146644,974837238,G,33.5096,1.21463,-9.54298,-32.0988,9.61997,-1.91986,-1.4442,1,T,7.36784,-0.896843,-1.48462,-7.15999,1.73448,-2.12531,-2.11422,-1,2.82788
146644,974862406,G,6.87608,-0.779064,-4.95452,4.70267,5.0154,0.836589,-1.72676,-1,G,8.65052,-2.95057,5.44708,6.03686,6.19488,0.863222,2.06723,1,10.5634
146644,974953550,G,22.5398,5.84014,-0.880305,21.752,5.90611,2.01481,-0.149607,1,G,17.2935,-5.80794,4.95701,15.5161,7.63572,1.45788,2.43508,-1,13.4595
146644,975021398,G,37.5419,-8.14604,-4.71947,36.3421,9.41442,2.06025,-2.61649,1,T,8.98535,-1.63286,-0.112777,8.83439,1.63675,2.38756,-3.07264,-1,2.21092
146644,975095190,G,8.30578,4.22777,-0.86244,-7.09626,4.31484,-1.2724,-0.201233,-1,G,7.78111,3.90926,3.00666,-6.01766,4.93176,-1.02883,0.655621,1,4.00052
146644,975427646,G,37.1555,-11.3202,2.30604,-35.3137,11.5527,-1.83624,2.94063,1,T,6.52633,-0.910342,1.27661,-6.3343,1.56795,-2.10434,2.19025,-1,3.33576
146644,974866615,G,25.053,-11.5657,4.73484,21.7131,12.4973,1.31964,2.75302,1,G,9.11882,5.45029,-6.29054,-3.7236,8.32325,-0.433653,-0.856842,-1,28.3597
146644,975035159,G,14.7231,-3.86345,-2.30662,-14.0183,4.49964,-1.85433,-2.60335,-1,G,13.1907,-5.07849,-7.71133,-9.41961,9.2334,-0.895563,-2.15318,1,7.03787
146644,975171199,G,18.0346,-1.62427,-4.52836,17.3808,4.81085,1.99626,-1.91519,1,G,7.43831,-1.36064,5.42555,-4.90197,5.59356,-0.791192,1.81651,-1,21.9871
146644,975196495,G,14.5382,-4.52486,6.25445,12.3189,7.71961,1.24675,2.1971,1,T,5.49833,1.78354,-1.25655,5.04585,2.18173,1.57536,-0.613755,1,8.21182
146644,975247535,G,16.4682,13.1052,1.26391,9.89187,13.166,0.694204,0.0961461,1,T,5.22846,2.80969,2.95249,3.27325,4.07572,0.735094,0.810175,1,5.13481
146644,975382391,G,13.2109,9.85958,4.23077,7.70756,10.729,0.667666,0.405341,1,T,7.13995,-3.79642,1.8801,-5.74632,4.23645,-1.11238,2.68177,1,18.3359
146644,975430839,G,16.2378,0.835917,12.395,10.4556,12.4232,0.764839,1.50346,1,T,4.10839,-1.98954,2.85193,2.1854,3.47732,0.593085,2.17992,1,4.51356
146644,975433655,G,17.983,-9.59855,-4.4309,-14.5469,10.5719,-1.12395,-2.70912,1,T,5.78276,-0.921614,-0.62525,-5.67352,1.11369,-2.33077,-2.54549,1,4.43933
146644,975507112,G,23.8315,-12.8128,11.8974,-16.193,17.4847,-0.828159,2.39323,1,T,2.89017,0.475593,-0.782743,2.73917,0.915902,1.8155,-1.02481,-1,16.0406
146644,975510160,G,17.2224,0.456245,10.3215,-13.7788,10.3316,-1.09881,1.52662,-1,T,3.27153,0.844331,-0.160604,3.15484,0.85947,2.01158,-0.187969,-1,14.2195
146644,975533280,G,7.44843,3.06849,2.76846,-6.1958,4.13279,-1.19431,0.734042,1,G,33.3565,7.6661,16.0801,-28.2012,17.814,-1.23999,1.12593,1,3.37502
146644,975621448,G,16.5507,2.69309,-1.69342,16.2417,3.18126,2.33291,-0.561328,-1,G,6.50548,-4.9898,-0.650079,4.12182,5.03197,0.747534,-3.01204,1,10.3027
146644,975629336,G,10.0812,-1.90311,-3.31724,-9.32699,3.82439,-1.62427,-2.09166,-1,G,6.00155,1.01292,-4.64199,3.66515,4.75122,0.710189,-1.35596,-1,12.7458
146644,975670200,G,11.2499,-4.9633,-1.85925,9.92262,5.30011,1.38495,-2.78317,1,G,16.9057,15.3149,7.00726,-1.46376,16.8418,-0.0868032,0.429111,1,24.239
146644,975694264,G,10.1179,1.83644,-4.01752,-9.10209,4.41735,-1.47038,-1.14205,-1,G,4.67852,-0.55291,-3.75815,-2.7291,3.7986,-0.667715,-1.71687,1,4.10474
146644,975719512,G,7.70705,-4.55025,5.49907,2.90568,7.13754,0.396617,2.26206,-1,G,6.28738,2.80312,-3.93569,-4.02154,4.83189,-0.757686,-0.951909,1,13.7514
146644,975817016,G,77.1199,22.9132,22.8616,69.9985,32.3676,1.51408,0.784271,-1,T,6.74222,-1.5839,-1.01079,-6.47426,1.87894,-1.95069,-2.57358,-1,45.4436
146644,975918848,G,6.22896,2.25176,-4.09826,-4.1137,4.67613,-0.79372,-1.06838,1,T,4.73237,4.08406,-1.74457,-1.63128,4.44107,-0.359521,-0.403704,1,3.58671
146644,975455929,G,8.53494,-8.19119,-1.98652,-1.33874,8.42863,-0.158172,-2.90367,-1,G,6.30086,4.62124,1.32475,-4.07171,4.80737,-0.768928,0.279179,1,13.3284
146644,975560673,G,6.10873,1.90555,2.92468,5.01203,3.49069,1.15863,0.993339,1,G,3.89673,-3.52616,-1.4457,0.805867,3.81102,0.209912,-2.7525,1,7.83884
146644,975660825,G,63.9218,39.2985,-11.251,49.1429,40.8774,1.01738,-0.278837,-1,T,4.49804,-1.01678,1.93047,-3.93201,2.18186,-1.35148,2.05558,-1,32.9376
146644,975707857,G,7.20088,-5.43818,1.28362,4.54093,5.58762,0.742537,2.9098,1,G,3.43105,-0.486684,3.38065,-0.308674,3.4155,-0.0902519,1.71378,-1,6.186
146644,976045913,G,13.0856,3.24432,-0.0197307,-12.6766,3.24438,-2.07197,-0.00608152,-1,G,5.59841,-3.20795,-3.11585,3.36623,4.47208,0.695323,-2.37076,1,15.8927
146644,976066505,G,16.2472,2.89373,-1.41577,15.9243,3.22151,2.30122,-0.455015,1,G,14.5222,-7.10702,0.287129,12.6606,7.11282,1.34067,3.10121,1,10.5183
146644,975521034,G,11.4077,0.107827,5.02906,-10.2382,5.03021,-1.45933,1.54936,-1,G,9.91091,5.34495,2.93131,-7.81369,6.09599,-1.06729,0.501634,-1,5.95908
146644,975578426,G,11.591,-5.61054,-0.522934,10.1286,5.63486,1.34922,-3.04866,-1,G,8.88423,5.58899,1.33439,-6.77503,5.74608,-1.00251,0.234366,1,20.1824
146644,975705722,G,6.25039,-2.91458,-1.68896,5.26392,3.36858,1.22902,-2.61639,1,G,5.50995,2.80777,4.7099,-0.530624,5.48332,-0.0966201,1.03322,-1,10.3327
146644,975726066,G,8.32254,-3.9453,0.049235,-7.32705,3.94561,-1.3778,3.12911,1,T,10.76,-5.72351,3.37436,-8.46297,6.64416,-1.06234,2.60888,-1,3.10034
146644,975757778,G,14.5592,4.13427,-9.36066,10.3559,10.233,0.889839,-1.1549,1,T,5.15721,0.293864,-2.2122,4.64817,2.23164,1.48009,-1.43873,-1,3.1741
146644,975820842,G,60.6924,13.7067,18.1407,56.2725,22.7367,1.63789,0.923735,1,T,2.92653,-0.455932,-0.748336,2.79026,0.876288,1.87513,-2.118,-1,8.99323
146644,975842122,G,13.5589,2.43754,7.29205,11.1677,7.68866,1.16811,1.2482,1,T,17.4277,5.46947,10.7066,12.6161,12.0228,0.915842,1.09851,1,2.8332
146644,975915106,G,16.0451,6.20208,-2.6681,-14.5551,6.75163,-1.51121,-0.406263,-1,T,6.58665,3.31177,-2.38067,-5.17082,4.07866,-1.05865,-0.623267,-1,2.66134
146644,975940474,G,21.9794,3.31329,2.67042,-21.5632,4.25547,-2.32553,0.678373,1,G,5.46307,2.71556,-4.05618,-2.45094,4.88128,-0.483098,-0.980843,1,11.7533
146644,976012330,G,7.67425,3.8809,-1.79105,-6.37289,4.27425,-1.18976,-0.432378,-1,G,5.30643,-3.92556,3.05751,-1.84084,4.97578,-0.362002,2.47987,1,9.9713
146644,975472987,G,13.808,11.5621,-6.74565,3.38556,13.3861,0.250295,-0.528143,-1,T,3.26968,0.923116,0.340312,-3.11635,0.983847,-1.87013,0.353197,-1,9.72952
146644,975497323,G,25.2303,-5.19029,-0.0809596,24.6903,5.19092,2.26352,-3.126,-1,T,4.58805,-0.861842,-1.94092,4.0656,2.12367,1.4047,-1.98868,1,4.6385
146644,975508955,G,83.8805,-10.2574,-20.5433,80.6764,22.9617,1.96943,-2.03389,1,G,22.9179,5.0122,8.93285,20.5012,10.2429,1.4443,1.05947,-1,31.7279
146644,975574987,G,8.25351,-1.53776,-0.941432,8.05346,1.80306,2.20207,-2.59224,-1,G,13.6651,-6.04505,-6.92993,10.1072,9.19601,0.949734,-2.2881,-1,5.58171
146644,975586387,G,10.9064,0.263905,3.56181,-10.3045,3.57157,-1.78149,1.49684,-1,T,3.17297,-1.5684,0.218093,-2.74757,1.58349,-1.3185,3.00342,1,3.44723
146644,975648475,G,21.4381,10.0424,1.22816,-18.9003,10.1173,-1.38306,0.121693,-1,G,7.66525,-0.337843,4.59936,-6.12182,4.61175,-1.09507,1.64412,1,9.63112
146644,975654563,G,10.9297,4.18181,-7.67518,-6.56141,8.74048,-0.693701,-1.07192,1,T,3.28433,-0.104445,-1.28447,3.01909,1.28871,1.58718,-1.65193,1,9.62245
146644,975699627,G,20.8436,-12.935,-1.4241,16.282,13.0131,1.04834,-3.03194,-1,T,4.76068,1.48243,0.634383,-4.47804,1.61247,-1.74551,0.404353,-1,19.6077
146644,975738571,G,19.1824,5.82039,-11.6431,-14.0895,13.0168,-0.93846,-1.10723,-1,T,4.28475,0.94989,-0.286037,-4.16699,0.992022,-2.14223,-0.292489,-1,5.40979
146644,975770179,G,9.557,-1.15081,-5.84479,7.47256,5.957,1.05035,-1.7652,1,G,11.437,2.05427,6.37544,9.26976,6.69823,1.1286,1.25909,-1,12.6233
146644,975899891,G,7.28895,0.229941,-4.12282,-6.0056,4.12922,-1.16921,-1.51508,-1,G,12.1936,2.97734,9.77567,-6.65166,10.219,-0.611987,1.27516,-1,13.3087
146644,975480116,G,35.873,17.7741,2.36564,31.07,17.9308,1.31732,0.132317,1,T,6.88585,1.73826,0.88259,-6.60327,1.94949,-1.93425,0.469823,1,28.9554
146644,975507996,G,4.23955,3.85107,0.574705,-1.67378,3.89372,-0.41762,0.148139,1,T,4.07173,0.913357,-0.117329,-3.96482,0.920863,-2.16627,-0.127759,-1,3.79137
146644,975768900,G,13.7803,-2.43177,-5.86333,12.2308,6.34761,1.41043,-1.96395,-1,G,6.34991,3.54072,5.17975,0.971393,6.27428,0.15421,0.971183,1,15.1403
146644,975784788,G,6.71225,-6.35584,-0.490693,-2.09898,6.37475,-0.323587,-3.06454,-1,T,5.1359,-0.547074,-3.17309,-3.99981,3.21991,-1.04272,-1.74153,1,6.48922
146644,975825852,G,19.6798,-7.0916,7.59654,-16.7119,10.3922,-1.25328,2.32183,-1,T,3.01125,-0.357211,-0.779042,-2.88478,0.857033,-1.92824,-2.00072,-1,5.37528
146644,975827748,G,9.99298,3.33426,1.80093,-9.24596,3.78955,-1.62466,0.495232,-1,G,7.10033,-0.511131,-3.93916,-5.88432,3.97219,-1.18439,-1.69983,1,7.12135
146644,975836316,G,20.692,-2.17606,-5.08421,19.9389,5.53032,1.99428,-1.97521,1,T,3.67414,0.483382,-0.902381,3.52707,1.02369,1.95062,-1.07902,1,2.08534
146644,975843284,G,8.14828,-1.30455,2.88408,7.50757,3.1654,1.59852,1.99559,1,G,5.59409,-1.18881,-5.08783,-1.99583,5.22487,-0.373259,-1.80034,1,12.1408
146644,975856780,G,19.7186,-4.05838,-4.91426,18.6599,6.37341,1.79536,-2.2611,1,G,14.8685,-1.81386,-5.70639,13.6091,5.98773,1.55939,-1.87856,-1,2.77433
146644,976028916,G,12.4472,1.98586,-2.73427,11.9792,3.37933,1.97797,-0.942647,1,G,8.2557,-6.99397,4.3789,-0.234363,8.25169,-0.028398,2.5822,-1,16.2136
146644,975660117,G,9.10217,5.78447,0.997055,6.95588,5.86977,1.00636,0.17069,-1,G,4.47172,-2.32512,-3.31784,-1.88968,4.05145,-0.450978,-2.18205,1,11.8841
146644,975712613,G,20.5644,-17.2601,5.9922,-9.43745,18.2707,-0.495952,2.80744,-1,T,3.09552,0.783577,-0.310876,2.97665,0.842993,1.97422,-0.377693,1,14.6389
146644,975737605,G,23.3953,-5.29458,1.49298,22.7391,5.50105,2.12661,2.86675,-1,G,7.57483,-2.6969,-1.6161,6.8907,3.14405,1.52621,-2.60173,1,4.16458
146644,975746333,G,25.382,-12.6341,4.61767,21.5242,13.4515,1.24905,2.79118,-1,G,5.2417,3.54697,-2.84041,2.61063,4.54411,0.546844,-0.675229,1,16.4191
146644,975795541,G,35.0518,9.03708,-2.31778,-33.7872,9.32957,-1.99858,-0.251063,-1,G,10.3872,4.364,0.886814,-9.38357,4.45319,-1.49055,0.200481,1,4.39848
146644,975936413,G,12.0539,4.24981,9.11647,6.64179,10.0584,0.61986,1.13458,-1,T,22.8877,4.22845,19.2769,11.5914,19.7352,0.557945,1.35486,1,3.22554
146644,975978653,G,19.1172,0.456909,5.43543,-18.3222,5.4546,-1.92625,1.48693,-1,G,9.00355,2.32147,2.60586,-8.29898,3.48995,-1.60093,0.843053,1,3.11561
146644,975461974,G,18.8852,2.34237,-3.63095,-18.384,4.32094,-2.15469,-0.997865,1,G,12.0455,-3.42795,-3.71046,-10.9345,5.05157,-1.5149,-2.31664,-1,6.48533
146644,975567934,G,14.0276,-5.18204,2.94953,-12.6968,5.96266,-1.50005,2.62414,1,G,22.0285,-11.0076,6.4211,-17.968,12.7435,-1.14376,2.61352,-1,3.13104
146644,975596086,G,29.7311,-0.562735,8.75342,28.4075,8.77149,1.89132,1.635,-1,G,24.2715,0.226759,4.54459,23.8409,4.55024,2.35835,1.52094,1,3.07064
146644,975750582,G,4.62459,-3.68761,-2.59419,1.02345,4.50869,0.22509,-2.52853,-1,G,5.36374,2.71142,3.1962,3.3453,4.19136,0.731218,0.867274,-1,8.90873
146644,975887062,G,23.9653,-8.65755,3.62945,-22.0499,9.38755,-1.58958,2.74463,1,G,7.27201,2.12531,1.79438,6.7182,2.7815,1.61531,0.70117,-1,25.8577
146644,975908054,G,30.4719,-3.25983,-8.61024,29.0476,9.20666,1.86637,-1.93272,1,T,5.57063,0.25392,-1.11493,5.45099,1.14347,2.2657,-1.34687,1,2.30167
146644,975915126,G,8.87245,7.5733,-3.23638,3.29853,8.23584,0.390508,-0.403851,1,T,15.618,7.36018,-10.4679,8.95329,12.7965,0.652395,-0.95798,-1,6.2337
146644,975921894,G,36.5123,-9.23178,-1.90622,35.2743,9.42653,2.03017,-2.93797,1,T,6.33672,1.26191,1.03235,6.12247,1.63039,2.03357,0.68567,-1,7.61983
146644,975954806,G,6.0591,0.758451,-4.68273,3.76806,4.74375,0.728227,-1.41022,1,G,4.41814,-1.14722,3.78284,1.97048,3.95298,0.479853,1.86525,1,8.71095
146644,976034430,G,23.602,-14.766,-11.3995,14.459,18.6543,0.71311,-2.48415,1,G,4.64989,-2.8471,-3.17867,1.844,4.26731,0.419693,-2.30123,-1,3.10487
146644,976067878,G,9.46129,-2.90151,-0.691835,8.97816,2.98285,1.82158,-2.90752,1,G,10.4253,2.99397,-3.89765,9.19344,4.91482,1.3842,-0.915782,-1,6.64798
146644,976071006,G,35.3309,8.00183,-5.00107,34.0474,9.4361,1.99503,-0.558593,-1,T,5.58925,0.496112,1.78124,-5.27348,1.84904,-1.77058,1.29916,1,27.6395
146644,976082134,G,25.9728,-8.03658,-5.28809,24.1252,9.62032,1.6501,-2.55961,1,T,11.5001,-1.96314,-2.14587,11.1257,2.90838,2.05147,-2.31175,1,2.51613
146644,975497191,G,9.40821,-1.29099,9.11481,1.93826,9.20579,0.209022,1.7115,1,T,4.55694,-2.30013,3.85308,0.785941,4.48741,0.17426,2.10898,1,2.5577
146644,975519007,G,19.1129,4.07404,0.991679,-18.647,4.19299,-2.19783,0.238771,-1,T,6.12122,0.677624,1.92059,-5.77151,2.03662,-1.76456,1.23161,1,3.07207
146644,975576327,G,6.10742,1.62493,-3.21862,-4.92844,3.60554,-1.1186,-1.10327,1,G,6.83057,-1.30892,-2.92623,-6.03071,3.20563,-1.38925,-1.99141,-1,3.07078
146644,975744199,G,44.9847,8.79293,-2.43502,-44.0495,9.12387,-2.27812,-0.270159,-1,T,4.47095,-0.909716,-0.506632,4.34672,1.04128,2.13617,-2.63346,-1,28.262
146644,975765423,G,9.39716,4.68341,-3.59221,-7.31144,5.9024,-1.04053,-0.654298,-1,G,12.6763,-1.42851,3.62325,12.0627,3.89468,1.84875,1.94635,1,21.3089
146644,976045975,G,11.2685,1.31837,-4.79835,-10.1096,4.97617,-1.45768,-1.30266,-1,G,10.6471,-2.09854,3.21925,9.92882,3.84284,1.67788,2.14849,-1,21.8439
146644,976076023,G,69.5432,-4.73143,-14.8566,-67.7727,15.5918,-2.17554,-1.87911,1,T,4.58461,0.450512,-1.02362,-4.44485,1.11838,-2.08848,-1.15619,1,3.00795
146644,976232720,G,8.39078,1.89103,2.08863,7.90289,2.81751,1.75488,0.83501,1,G,6.23873,-0.249269,-4.16153,4.64005,4.16899,0.959059,-1.63062,1,7.05016
146644,976269696,G,12.7499,-2.09622,-3.30539,12.1338,3.91405,1.84962,-2.13597,1,G,24.5064,0.0760955,7.02864,23.4764,7.02905,1.92079,1.55997,-1,10.0994
146644,976401032,G,20.9739,-9.26598,-1.62157,-18.7458,9.4068,-1.44041,-2.96834,1,T,5.87578,-2.09287,2.09942,-5.07208,2.9644,-1.30638,2.35463,-1,4.93576
146644,976456256,G,11.7117,-1.26735,9.61482,-6.56522,9.69799,-0.633696,1.70185,1,T,2.81713,-0.849323,-0.540425,-2.629,1.00668,-1.68788,-2.57491,1,6.30306
146644,976495496,G,8.69739,-0.783704,1.55845,-8.52001,1.74441,-2.28947,2.03674,1,T,3.11412,-1.35125,0.338608,2.78317,1.39303,1.44271,2.89606,-1,9.92187
146644,976505424,G,29.0548,8.24043,1.20488,-27.8354,8.32805,-1.92149,0.145187,1,T,17.4625,3.07784,0.722276,-17.1736,3.16146,-2.39385,0.230499,1,2.49476
